customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x143c,August,Kumar Singhj,36,Accountant,18578.88,1,3,"Auto Loan, Credit-Builder Loan, and Auto Loan",15,12.0,11,5.0,Good,779.49,39.53,31 Years and 6 Months,NM,140.11,76.61,Low_spent_Small_value_payments,317.03,Standard
CUS_0x4e5,August,Praveen Menont,16,Media_Manager,68332.08,6,7,"Home Equity Loan, Credit-Builder Loan, Payday Loan, Student Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",29,8.0,19,9.0,Standard,1462.7,31.38,16 Years and 8 Months,Yes,771.07,462.53,Low_spent_Large_value_payments,162.86,Standard
CUS_0x68b5,July,Deepa Babingtont,33,Journalist,12303.09,6,3,"Payday Loan, Student Loan, and Payday Loan",23,17.0,17,5.0,Standard,1328.11,24.14,18 Years and 8 Months,Yes,26.76,44.43,Low_spent_Small_value_payments,343.13,Standard
CUS_0x3069,July,Matt Scuffhamj,41,Manager,64057.72,2,1,Mortgage Loan,7,3069.0,11,3.0,Good,795.69,24.85,17 Years and 11 Months,NM,35.01,418.14,Low_spent_Large_value_payments,325.06,Good
CUS_0x8484,July,Tom Halsy,33,,44390.76,4,6,"Auto Loan, Auto Loan, Payday Loan, Student Loan, Payday Loan, and Not Specified",21,13.0,15,7.0,Standard,24.73,25.81,17 Years and 8 Months,Yes,153.72,45.74,High_spent_Medium_value_payments,409.16,Good
CUS_0x4038,August,Piersona,6000,Architect,37807.28,1,2,"Personal Loan, and Debt Consolidation Loan",5,7.0,2,3.0,Good,108.85,24.96,20 Years and 8 Months,No,62.48,143.81,High_spent_Small_value_payments,347.08,Standard
CUS_0xc64e,July,Aruna Viswanathao,29,Musician,41155.22,9,6,"Payday Loan, Personal Loan, Personal Loan, Student Loan, Not Specified, and Student Loan",30,17.0,24,7.0,Bad,3581.79,34.74,5 Years and 7 Months,Yes,479.26,224.93,Low_spent_Small_value_payments,208.79,Poor
CUS_0xc64e,August,Aruna Viswanathao,29,Musician,41155.22,9,6,"Payday Loan, Personal Loan, Personal Loan, Student Loan, Not Specified, and Student Loan",30,19.0,24,7.0,Bad,3581.79,21.82,5 Years and 8 Months,Yes,479.26,255.28,Low_spent_Small_value_payments,178.44,Poor
CUS_0x2451,July,Suzanne Barlyne,27,Teacher,15610.61,6,9,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Not Specified, and Personal Loan",37,24.0,1,13.0,Bad,2072.63,37.33,15 Years and 5 Months,Yes,78.15,138.08,Low_spent_Medium_value_payments,198.86,Poor
CUS_0x2451,August,Suzanne Barlyne,27,Teacher,15610.61,6,9,"Auto Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Student Loan, Payday Loan, Credit-Builder Loan, Not Specified, and Personal Loan",37,24.0,1,13.0,Bad,2072.63,30.1,15 Years and 6 Months,NM,78.15,14.15,High_spent_Large_value_payments,282.79,Poor
CUS_0x6902,July,Alexei Oreskovich,42,Writer,48144.78,7,6,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Debt Consolidation Loan",29,20.0,4,7.0,Bad,3150.66,27.92,7 Years and 5 Months,Yes,217.27,10000.0,Low_spent_Small_value_payments,175.65,Standard
CUS_0x69ff,August,Emelial,43,Writer,32178.74,10,6,"Auto Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Personal Loan, and Student Loan",42,9.0,14,9.0,Standard,2165.47,34.28,12 Years and 5 Months,Yes,211.06,162.87,High_spent_Small_value_payments,244.74,Standard
CUS_0xaec2,July,Dhanya Skariachanm,24,Writer,17445.15,7,3,"Credit-Builder Loan, Student Loan, and Auto Loan",39,10.0,13,12.0,Standard,2362.17,27.43,18 Years and 5 Months,Yes,86.36,37.73,Low_spent_Medium_value_payments,329.62,Poor
CUS_0x963,July,"""John ODonnell""s",35,Mechanic,20522.13,4,-100,"Personal Loan, Student Loan, and Not Specified",26,15.0,16,12.0,Standard,233.67,23.35,18 Years and 11 Months,Yes,36.34,123.6,Low_spent_Small_value_payments,276.28,Standard
CUS_0x963,August,"""John ODonnell""s",35,Mechanic,20522.13,4,-100,"Personal Loan, Student Loan, and Not Specified",26,13.0,9,12.0,Standard,233.67,39.76,19 Years and 0 Months,Yes,36.34,160.15,Low_spent_Small_value_payments,239.73,Standard
CUS_0x609f,July,Jonesa,-500,Entrepreneur,61654.84,5,4,"Payday Loan, Credit-Builder Loan, Not Specified, and Student Loan",30,12.0,20,5.0,Standard,741.7,37.04,13 Years and 2 Months,Yes,192.63,106.83,High_spent_Large_value_payments,458.13,Standard
CUS_0x609f,August,Jonesa,-500,Entrepreneur,61654.84,5,4,"Payday Loan, Credit-Builder Loan, Not Specified, and Student Loan",30,12.0,13,5.0,Standard,741.7,25.05,13 Years and 3 Months,Yes,192.63,196.97,High_spent_Medium_value_payments,378.0,Standard
CUS_0x4236,July,Noelq,52,Media_Manager,20703.48,3,-100,Debt Consolidation Loan,8,7.0,8,4.0,Good,965.09,30.02,29 Years and 5 Months,No,16.26,25.32,High_spent_Medium_value_payments,391.35,Good
CUS_0x1680,August,"ODonnell""i",-500,Doctor,8022.26,9,6,"Credit-Builder Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Payday Loan",57,16.0,5,7.0,Bad,3274.12,34.14,8 Years and 4 Months,Yes,39.51,75.12,Low_spent_Medium_value_payments,241.62,Poor
CUS_0x3231,July,Jan Strupczewskid,44,Doctor,36717.63,5,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Home Equity Loan",28,12.0,7,3.0,Standard,1456.01,34.97,31 Years and 8 Months,Yes,96.66,116.21,Low_spent_Small_value_payments,364.41,Standard
CUS_0x3231,August,Jan Strupczewskid,44,Doctor,36717.63,5,4,"Credit-Builder Loan, Student Loan, Auto Loan, and Home Equity Loan",28,12.0,7,3.0,Standard,1456.01,34.15,31 Years and 9 Months,Yes,96.66,35.47,High_spent_Medium_value_payments,405.15,Standard
CUS_0x904,July,Leahg,20,Architect,35926.76,10,6,"Payday Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, and Home Equity Loan",30,9.0,11,13.0,Standard,1691.59,31.99,11 Years and 9 Months,Yes,168.35,244.01,Low_spent_Large_value_payments,137.92,Standard
CUS_0x8974,August,Melaniea,22,Writer,134150.0,4,2,"Payday Loan, and Not Specified",13,1.0,1,5.0,Good,1295.2,31.67,16 Years and 3 Months,No,201.73,287.44,High_spent_Small_value_payments,859.44,Standard
CUS_0x9e28,July,Vaughanq,44,Scientist,34204.8,10,6,"Payday Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",31,20.0,15,14.0,Bad,3285.72,35.23,1 Years and 9 Months,Yes,107.0,240.3,Low_spent_Large_value_payments,195.24,Poor
CUS_0x9e28,August,Vaughanq,44,,34204.8,10,6,"Payday Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",31,19.0,15,14.0,Bad,3285.72,32.82,1 Years and 10 Months,Yes,107.0,50.41,High_spent_Small_value_payments,375.14,Poor
CUS_0x466e,July,Ernestc,25,Musician,57439.12,4,4,"Personal Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",13,9.0,6,2158.0,Good,669.35,27.13,21 Years and 2 Months,NM,187.96,277.56,Low_spent_Medium_value_payments,273.14,Poor
CUS_0x666a,July,Reijiy,36,Architect,39944.67,4,1,Personal Loan,1,0.0,8,1.0,Good,364.95,40.79,16 Years and 3 Months,No,22.38,66.65,High_spent_Medium_value_payments,492.84,Good
CUS_0x666a,August,Reijiy,36,Architect,39944.67,4,1,Personal Loan,0,0.0,8,1.0,Good,364.95,32.04,16 Years and 4 Months,NM,22.38,254.98,Low_spent_Large_value_payments,324.51,Good
CUS_0xa0b,July,Bruceg,16,Writer,70286.6,7,6,"Not Specified, Personal Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",18,19.0,8,7.0,Bad,1553.07,34.49,9 Years and 10 Months,Yes,205.34,262.07,Low_spent_Medium_value_payments,384.4,Poor
CUS_0xa0b,August,Bruceg,16,Writer,70286.6,7,6,"Not Specified, Personal Loan, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, and Mortgage Loan",18,19.0,8,7.0,Bad,1553.07,27.54,9 Years and 11 Months,Yes,205.34,315.18,Low_spent_Large_value_payments,321.3,Poor
CUS_0x9784,August,Vlastelicav,34,Journalist,16808.32,0,-100,"Home Equity Loan, and Mortgage Loan",15,0.0,8,3.0,Good,582.3,37.45,17 Years and 4 Months,No,18.79,76.7,Low_spent_Large_value_payments,302.18,Good
CUS_0x627e,July,Forgioner,31,Mechanic,72116.25,4,2,"Payday Loan, and Auto Loan",22,13.0,10,8.0,Standard,243.75,35.28,18 Years and 9 Months,NM,76.88,364.86,Low_spent_Large_value_payments,416.93,Standard
CUS_0x627e,August,Forgioner,31,Mechanic,72116.25,4,2,"Payday Loan, and Auto Loan",22,13.0,5,8.0,Standard,243.75,36.9,18 Years and 10 Months,No,76.88,622.38,Low_spent_Small_value_payments,179.41,Standard
CUS_0x1325,August,Philipz,28,Accountant,35823.96,6,5,"Not Specified, Personal Loan, Auto Loan, Not Specified, and Debt Consolidation Loan",39,17.0,7,8.0,Bad,3029.92,31.57,9 Years and 9 Months,Yes,112.44,148.52,High_spent_Small_value_payments,292.78,Standard
CUS_0x6732,August,alazsh,50,Journalist,140390.32,5,3,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",3,0.0,4,6.0,Good,1423.23,38.62,31 Years and 3 Months,No,182.16,882.94,Low_spent_Large_value_payments,393.71,Good
CUS_0x5ce6,August,A.o,28,Lawyer,25198.19,3,3,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",29,9.0,5,7.0,Standard,1261.93,39.02,17 Years and 5 Months,Yes,48.64,68.8,Low_spent_Medium_value_payments,397.34,Poor
CUS_0x2fe4,August,Doug Palmerj,32,Accountant,166907.72,5,4,"Auto Loan, Mortgage Loan, Personal Loan, and Student Loan",10,6.0,0,4.0,Good,929.9,38.26,17 Years and 9 Months,No,509.36,464.47,Low_spent_Medium_value_payments,685.07,Standard
CUS_0x393f,July,David Henryh,16,Musician,15531.09,8,5,"Personal Loan, Not Specified, Credit-Builder Loan, Auto Loan, and Not Specified",20,17.0,7,6.0,Bad,4734.52,39.6,14 Years and 5 Months,Yes,41.74,147.56,Low_spent_Small_value_payments,214.02,Poor
CUS_0x393f,August,David Henryh,16,Musician,15531.09,1434,5,"Personal Loan, Not Specified, Credit-Builder Loan, Auto Loan, and Not Specified",19,20.0,7,8.0,Bad,4734.52,29.64,14 Years and 6 Months,Yes,41.74,93.32,Low_spent_Small_value_payments,268.27,Poor
CUS_0x4354,July,Euanv,19,Entrepreneur,81935.42,5,1,Home Equity Loan,5,12.0,10,2.0,Good,625.32,39.13,21 Years and 8 Months,No,66.46,622.3,Low_spent_Medium_value_payments,278.04,Standard
CUS_0x4354,August,Euanv,19,Entrepreneur,81935.42,5,1,Home Equity Loan,5,12.0,5,7.0,Good,625.32,37.98,21 Years and 9 Months,No,66.46,136.44,High_spent_Large_value_payments,723.89,Standard
CUS_0xaf75,July,Lucia Mutikanie,44,Architect,9197.37,8,2,"Payday Loan, and Credit-Builder Loan",7,5.0,13,11.0,Standard,1306.09,30.97,19 Years and 4 Months,Yes,14.15,20.89,Low_spent_Large_value_payments,314.1,Poor
CUS_0xaf75,August,Lucia Mutikanie,44,Architect,9197.37,8,2,"Payday Loan, and Credit-Builder Loan",7,8.0,19,11.0,Standard,1306.09,34.46,19 Years and 5 Months,Yes,14.15,105.71,Low_spent_Small_value_payments,249.28,Poor
CUS_0x40e6,August,ra Hudsonp,43,Accountant,20492.45,0,1,Mortgage Loan,8,0.0,11,4.0,Good,429.71,25.55,26 Years and 0 Months,No,13.24,82.47,Low_spent_Large_value_payments,327.76,Standard
CUS_0x5c2,August,Shalal-Esak,31,Developer,27242.8,5,6,"Payday Loan, Mortgage Loan, Not Specified, Personal Loan, Not Specified, and Home Equity Loan",19,18.0,19,7.0,Standard,881.36,30.54,17 Years and 4 Months,Yes,73.82,217.9,Low_spent_Medium_value_payments,231.71,Standard
CUS_0x2f6c,July,", Asiaw",34,Musician,81411.2,5,1,Home Equity Loan,13,2.0,5,5.0,Good,467.99,34.71,28 Years and 10 Months,No,42.53,466.46,Low_spent_Large_value_payments,414.74,Good
CUS_0x2f6c,August,", Asiaw",34,Musician,81411.2,5,1,Home Equity Loan,13,2.0,5,5.0,Good,467.99,42.24,28 Years and 11 Months,No,42.53,128.49,High_spent_Medium_value_payments,732.71,Good
CUS_0x6b42,July,Clarkp,26,Media_Manager,18503.85,3,7,"Payday Loan, Home Equity Loan, Payday Loan, Payday Loan, Payday Loan, Mortgage Loan, and Payday Loan",26,8.0,11,8.0,Standard,742.33,26.81,16 Years and 5 Months,NM,77.24,131.71,Low_spent_Small_value_payments,244.55,Poor
CUS_0xb68f,August,Huetx,22,Scientist,17855.94,8,8,"Auto Loan, Credit-Builder Loan, Student Loan, Auto Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, and Debt Consolidation Loan",27,23.0,29,12.0,Bad,3122.53,32.69,1 Years and 11 Months,NM,89.15,43.9,Low_spent_Medium_value_payments,270.15,Poor
CUS_0x27fb,July,Chanv,40,Manager,78477.18,4,2,"Auto Loan, and Credit-Builder Loan",2,17.0,7,1.0,Standard,1197.91,38.11,24 Years and 8 Months,Yes,123.32,233.02,High_spent_Medium_value_payments,534.94,Standard
CUS_0x7245,July,Gabriel Wildauv,37,Engineer,32901.79,4,1,Mortgage Loan,13,6.0,5,0.0,Good,798.71,34.52,26 Years and 5 Months,No,19.32,191.29,Low_spent_Medium_value_payments,324.37,Good
CUS_0x232d,July,Freifeldw,48,Engineer,73031.58,7,2,"Debt Consolidation Loan, and Credit-Builder Loan",9,12.0,3,2.0,Standard,997.98,29.05,22 Years and 2 Months,No,63.3,310.32,High_spent_Small_value_payments,477.67,Standard
CUS_0x53e2,August,Gerryq,46,Media_Manager,35235.18,8,3,"Auto Loan, Student Loan, and Payday Loan",32,15.0,10,8.0,Bad,2388.85,26.4,16 Years and 8 Months,Yes,57.69,229.22,Low_spent_Large_value_payments,301.92,Standard
CUS_0x93f5,July,Megan Daviesw,46,Media_Manager,66881.2,3,2,"Payday Loan, and Home Equity Loan",25,23.0,11,4.0,Standard,240.6,29.38,13 Years and 11 Months,Yes,56.79,352.52,High_spent_Small_value_payments,438.03,Standard
CUS_0x458f,August,Kirschbaumr,42,Accountant,14535.1,1,2,"Debt Consolidation Loan, and Credit-Builder Loan",18,3539.0,6,2.0,Good,70.66,29.53,25 Years and 8 Months,No,15.78,166.5,Low_spent_Small_value_payments,242.25,Good
CUS_0xc41e,August,Lawrence Hurleyp,18,Media_Manager,10119.76,10,-100,"Mortgage Loan, Not Specified, Student Loan, and Not Specified",53,23.0,0,13.0,Bad,1388.38,35.46,15 Years and 8 Months,Yes,18.94,47.1,High_spent_Small_value_payments,300.69,Poor
CUS_0xbf55,August,Valetkevitchv,39,Journalist,16893.44,6,3,"Payday Loan, Mortgage Loan, and Student Loan",57,16.0,7,14.0,Standard,1397.24,25.4,15 Years and 0 Months,Yes,32.22,67.31,Low_spent_Small_value_payments,347.25,Poor
CUS_0x6bb2,July,Svea Herbst-Baylissd,19,Lawyer,21791.9,2,1,Debt Consolidation Loan,7,5.0,1,1.0,Good,166.25,37.94,20 Years and 4 Months,No,11.56,111.5,Low_spent_Medium_value_payments,344.14,Good
CUS_0x6bb2,August,Svea Herbst-Baylissd,19,Lawyer,21791.9,2,1,Debt Consolidation Loan,7,3.0,1,1.0,Good,166.25,29.23,20 Years and 5 Months,No,11.56,60.1,High_spent_Medium_value_payments,365.55,Good
CUS_0xc90,August,Danielx,45,Musician,76391.48,1,2,"Personal Loan, and Auto Loan",27,5.0,1,4.0,Good,614.83,24.81,24 Years and 9 Months,No,75.81,797.39,Low_spent_Small_value_payments,76.5,Standard
CUS_0x719f,August,Alasdair Reillyx,19,Architect,13486.62,8,2,"Debt Consolidation Loan, and Payday Loan",8,10.0,11,1.0,Good,45.37,29.01,19 Years and 0 Months,No,14.72,87.59,Low_spent_Medium_value_payments,278.07,Good
CUS_0x7738,July,Noahw,54,Developer,34800.96,0,3,"Home Equity Loan, Home Equity Loan, and Home Equity Loan",3,1823.0,6,4.0,Good,344.4,29.08,27 Years and 9 Months,NM,74.64,223.72,Low_spent_Small_value_payments,254.85,Standard
CUS_0x7738,August,Noahw,54,Developer,15154025.0,0,3,"Home Equity Loan, Home Equity Loan, and Home Equity Loan",3,7.0,6,4.0,Good,344.4,37.09,27 Years and 10 Months,No,74.64,142.49,Low_spent_Small_value_payments,336.08,Standard
CUS_0x82fa,August,Carrelg,17,,35603.8,6,7,"Auto Loan, Auto Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Payday Loan, and Personal Loan",48,17.0,22,12.0,Bad,4041.44,27.74,1 Years and 9 Months,Yes,2082.0,137.18,Low_spent_Large_value_payments,295.17,Standard
CUS_0x4c90,July,Joneso,43,,32414.26,7,2,"Credit-Builder Loan, and Mortgage Loan",9,19.0,15,5.0,Standard,695.61,35.38,13 Years and 8 Months,NM,34.32,72.26,High_spent_Small_value_payments,428.34,Poor
CUS_0x13db,July,Natalieq,5530,Engineer,34601.35,5,2,"Debt Consolidation Loan, and Home Equity Loan",8,11.0,15,5.0,Standard,68.23,28.62,9 Years and 11 Months,Yes,30.2,130.78,High_spent_Medium_value_payments,403.17,Standard
CUS_0x425,July,Hossein Jasebg,46,Lawyer,60572.7,3,2,"Credit-Builder Loan, and Personal Loan",34,17.0,16,13.0,Standard,1582.55,28.16,10 Years and 7 Months,Yes,88.72,423.1,Low_spent_Small_value_payments,262.66,Standard
CUS_0x425,August,Hossein Jasebg,46,Lawyer,60572.7,3,2,"Credit-Builder Loan, and Personal Loan",29,16.0,9,13.0,Standard,1582.55,28.99,10 Years and 8 Months,Yes,88.72,191.07,High_spent_Medium_value_payments,454.69,Standard
CUS_0x9e76,August,Carrick Mollenkampb,33,Media_Manager,35836.84,4,-100,"Auto Loan, Credit-Builder Loan, and Auto Loan",13,17.0,3,4.0,Standard,1004.66,37.78,31 Years and 9 Months,No,161.08,41.69,High_spent_Medium_value_payments,443.94,Standard
CUS_0x9714,August,Aldredb,6838,Engineer,20083.06,8,3,"Credit-Builder Loan, Mortgage Loan, and Credit-Builder Loan",20,21.0,7,8.0,Bad,2381.47,27.1,9 Years and 6 Months,Yes,33.82,30.02,High_spent_Medium_value_payments,371.82,Poor
CUS_0x6a8b,July,Ann Saphirx,35,Media_Manager,26150.38,5,4,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, and Auto Loan",15,18.0,2,2.0,Good,316.19,22.74,30 Years and 11 Months,No,84.85,140.39,Low_spent_Small_value_payments,283.08,Standard
CUS_0x1739,July,Miyoung Kima,42,Scientist,14144.48,7,6,"Auto Loan, Payday Loan, Not Specified, Auto Loan, Home Equity Loan, and Payday Loan",20,19.0,4,17.0,Bad,2537.18,23.3,11 Years and 9 Months,Yes,47.61,136.66,Low_spent_Small_value_payments,226.41,Poor
CUS_0x6cc,July,Manuela Badawyw,39,Lawyer,20949.58,4,1,Debt Consolidation Loan,23,16.0,16,6.0,Standard,486.48,28.99,19 Years and 3 Months,Yes,11.75,32.48,High_spent_Large_value_payments,392.15,Standard
CUS_0x6cc,August,Manuela Badawyw,39,Lawyer,20949.58,4,1,Debt Consolidation Loan,24,15.0,16,6.0,Standard,486.48,27.63,19 Years and 4 Months,Yes,11.75,89.73,High_spent_Small_value_payments,354.9,Standard
CUS_0xac81,July,Emmottl,35,Mechanic,18096.16,3,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Payday Loan",11,17.0,12,8.0,Standard,162.21,33.43,23 Years and 9 Months,Yes,34.09,118.72,Low_spent_Small_value_payments,270.98,Standard
CUS_0x7a10,August,Kim Dixonx,24,Mechanic,37788.3,3,2,"Debt Consolidation Loan, and Credit-Builder Loan",13,1.0,1,8.0,Good,1124.37,37.76,25 Years and 0 Months,No,39.66,96.79,High_spent_Medium_value_payments,423.26,Good
CUS_0x5e52,July,Kar-Guptaw,21,Architect,27983.07,4,2,"Credit-Builder Loan, and Mortgage Loan",6,18.0,2,1.0,Standard,1015.21,30.73,22 Years and 2 Months,No,44.4,187.79,Low_spent_Large_value_payments,287.6,Standard
CUS_0x5e52,August,Kar-Guptaw,21,,27983.07,4,2,"Credit-Builder Loan, and Mortgage Loan",6,15.0,-1,2.0,Standard,1015.21,29.8,22 Years and 3 Months,No,44.4,171.65,High_spent_Small_value_payments,293.74,Standard
CUS_0x868f,July,Can Sezerh,47,Entrepreneur,56987.92,4,1,Auto Loan,0,2.0,8,4.0,Good,949.65,36.75,19 Years and 4 Months,No,25.66,114.25,High_spent_Medium_value_payments,572.79,Standard
CUS_0x868f,August,Can Sezerh,47,Entrepreneur,56987.92,4,1,Auto Loan,0,6.0,15,4.0,Good,949.65,27.22,19 Years and 5 Months,No,25.66,101.73,High_spent_Small_value_payments,595.31,Good
CUS_0x23b2,July,Lawrence Whiter,25,Media_Manager,50552.34,8,1,Home Equity Loan,30,12.0,13,6.0,Standard,829.97,32.8,32 Years and 9 Months,NM,35.52,218.13,Low_spent_Small_value_payments,456.12,Standard
CUS_0xbd98,July,Poornima Guptaa,31,,16838.82,10,9,"Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",15,22.0,18,10.0,Bad,4347.3,37.17,1 Years and 1 Months,Yes,126.11,81.62,Low_spent_Small_value_payments,222.09,Standard
CUS_0xd39,July,Steve Jamesu,15,Mechanic,90592.02,4,4,"Student Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",27,20.0,15,8.0,Standard,831.18,35.99,17 Years and 2 Months,Yes,154.43,188.74,High_spent_Medium_value_payments,650.16,Good
CUS_0xd39,August,Steve Jamesu,15,,90592.02,4,4,"Student Loan, Credit-Builder Loan, Mortgage Loan, and Student Loan",27,20.0,19,8.0,Standard,831.18,30.74,17 Years and 3 Months,Yes,154.43,97.52,High_spent_Medium_value_payments,741.38,Good
CUS_0x17a9,August,Sheldrickr,40,Musician,83386.52,10,-100,"Student Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Payday Loan, and Payday Loan",36,24.0,22,8.0,Bad,4972.4,40.08,6 Years and 3 Months,Yes,482.18,126.23,High_spent_Large_value_payments,339.77,Standard
CUS_0xb3c4,July,Philr,37,Accountant,10299.56,5,2,"Auto Loan, and Not Specified",24,16.0,8,8.0,Standard,1710.58,34.39,15 Years and 1 Months,Yes,8.72,42.56,Low_spent_Medium_value_payments,299.95,Standard
CUS_0xb3c4,August,Philr,37,Accountant,10299.56,5,2,"Auto Loan, and Not Specified",19,19.0,8,8.0,Standard,1710.58,27.03,15 Years and 2 Months,Yes,8.72,69.0,Low_spent_Small_value_payments,283.5,Standard
CUS_0x9b7d,August,Edwardss,25,Lawyer,73871.92,8,7,"Not Specified, Personal Loan, Not Specified, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",17,14.0,10,15.0,Standard,2284.63,30.31,16 Years and 10 Months,Yes,681.79,160.04,High_spent_Large_value_payments,395.22,Standard
CUS_0xac51,July,Yokot,20,Teacher,29353.04,6,6,"Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, and Mortgage Loan",45,25.0,6,8.0,Bad,1882.15,26.99,17 Years and 9 Months,Yes,100.54,25.01,High_spent_Medium_value_payments,352.66,Poor
CUS_0xac51,August,Yokot,20,Teacher,29353.04,718,6,"Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, Payday Loan, and Mortgage Loan",45,23.0,6,10.0,Bad,1882.15,23.13,17 Years and 10 Months,Yes,100.54,26.38,High_spent_Large_value_payments,341.29,Poor
